City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,Yar-Sale,66.83,70.83,51.76,70,100,8.72,RU,1595811161
371,Teahupoo,-17.83,-149.27,82.4,74,75,11.41,PF,1595811161
372,Haines Junction,60.75,-137.51,57.0,50,0,12.55,CA,1595811161
373,Chirongui,-12.93,45.15,75.2,73,100,12.75,YT,1595811161
374,Timmins,48.47,-81.33,80.6,69,75,3.36,CA,1595811162
375,Kruglolesskoye,44.66,42.81,69.8,68,3,6.71,RU,1595811162
376,Lethbridge,49.7,-112.82,77.0,36,75,9.17,CA,1595811162
377,Codrington,-38.27,141.97,54.03,73,0,17.72,AU,1595811028
378,Isabela,6.71,121.97,77.0,100,90,2.24,PH,1595811162
379,Anking,30.51,117.05,78.4,84,100,5.37,CN,1595811163
380,El Tigre,8.89,-64.25,76.62,84,100,5.99,VE,1595811163
381,Morón,-34.65,-58.62,55.99,61,34,6.98,AR,1595810969
382,Puerto del Rosario,28.5,-13.86,73.4,83,90,18.34,ES,1595811164
383,Bubaque,11.28,-15.83,78.91,84,100,12.28,GW,1595811164
384,Lárdos,36.09,28.02,78.8,69,0,11.41,GR,1595811164
385,Voiron,45.36,5.59,66.0,77,0,3.36,FR,1595811165
386,Elizabeth City,36.29,-76.25,82.4,74,40,4.7,US,1595811165
387,Sambava,-14.27,50.17,68.72,88,100,15.26,MG,1595811064
388,Ouadda,8.08,22.4,65.5,96,93,2.75,CF,1595811166
389,Seddon,-37.81,144.89,55.99,87,90,10.29,AU,1595811166
390,Laas,46.62,10.7,57.99,93,5,3.36,IT,1595811167
391,Bathsheba,13.22,-59.52,82.4,74,20,12.75,BB,1595811167
392,Iquitos,-3.75,-73.25,75.2,88,40,1.9,PE,1595811168
393,Scarborough,54.28,-0.4,59.0,80,100,5.01,GB,1595811168
394,San Quintín,30.48,-115.95,71.47,73,0,13.76,MX,1595811168
395,Sahuaripa,29.05,-109.23,88.9,52,94,8.43,MX,1595811169
396,Marfino,55.7,37.38,63.0,77,100,6.71,RU,1595811169
397,Praia da Vitória,38.73,-27.07,75.2,83,75,3.94,PT,1595811169
398,Malvern,34.36,-92.81,87.8,58,1,4.7,US,1595810980
399,Raudeberg,61.99,5.14,59.0,87,100,12.75,NO,1595811170
400,Semendria,44.66,20.93,69.8,88,83,4.7,RS,1595811109
401,Muzhi,65.37,64.67,54.0,74,100,4.29,RU,1595811171
402,Sabha,27.04,14.43,80.89,21,0,8.37,LY,1595811171
403,Moses Lake,47.13,-119.28,96.8,13,1,4.7,US,1595811171
404,Qaqortoq,60.72,-46.03,50.0,76,6,5.82,GL,1595811231
405,Bull Savanna,17.89,-77.59,79.09,79,0,7.78,JM,1595811232
406,Eraniel,8.2,77.3,80.6,83,40,5.82,IN,1595811232
407,Kushiro,42.98,144.37,59.0,87,75,4.7,JP,1595811232
408,Gafanha da Encarnação,40.62,-8.73,64.0,91,0,5.99,PT,1595811232
409,Sehore,23.2,77.08,77.0,94,20,6.93,IN,1595811233
410,Grindavik,63.84,-22.43,48.2,81,56,11.41,IS,1595811233
411,Porto-Novo,6.5,2.6,75.31,83,75,8.99,BJ,1595811233
412,Kota Belud,6.35,116.43,82.4,83,20,1.12,MY,1595811233
413,Sterling,39.01,-77.43,89.01,52,75,4.7,US,1595811124
414,Pushkino,56.02,37.87,63.0,82,100,6.71,RU,1595811234
415,Dodola,6.98,39.18,53.83,91,100,2.86,ET,1595811234
416,Itarema,-2.92,-39.92,77.07,81,99,13.65,BR,1595811234
417,Bandarbeyla,9.49,50.81,80.33,62,0,19.84,SO,1595811235
418,Chhor,25.52,69.77,88.45,63,0,7.74,PK,1595811235
419,San Jose,37.34,-121.89,82.99,44,20,13.87,US,1595811232
420,Bergen,60.39,5.33,57.2,93,75,14.99,NO,1595810953
421,Palafrugell,41.92,3.16,71.01,54,0,3.18,ES,1595811235
422,Qasigiannguit,68.82,-51.19,44.6,93,100,3.36,GL,1595811236
423,Teguise,29.06,-13.56,73.4,78,90,19.46,ES,1595811236
424,Khanpur,28.65,70.66,93.54,46,88,10.18,PK,1595811236
425,Datong,40.09,113.29,69.17,66,33,7.4,CN,1595811057
426,Alta Floresta,-9.88,-56.09,74.66,44,0,4.29,BR,1595811064
427,Krasnyy Kholm,58.06,37.12,54.34,95,6,3.76,RU,1595811237
428,Touros,-5.2,-35.46,71.6,94,75,2.24,BR,1595811237
429,Funadhoo,6.15,73.27,81.41,73,81,9.24,MV,1595811237
430,Iskateley,67.68,53.15,56.37,76,40,6.93,RU,1595811238
431,Kimbe,-5.55,150.14,89.6,54,91,2.42,PG,1595811238
432,Luena,-11.78,19.92,49.51,61,0,3.87,AO,1595811238
433,Palu,-0.89,119.87,84.22,63,47,1.28,ID,1595811088
434,Lewistown,40.6,-77.57,80.6,57,1,3.98,US,1595811239
435,Hay River,60.82,-115.8,71.6,60,75,10.29,CA,1595811239
436,Sitka,57.05,-135.33,53.6,93,90,13.87,US,1595811239
437,Katete,-0.78,29.75,65.46,85,100,2.28,UG,1595811239
438,Souillac,-20.52,57.52,70.0,70,95,10.0,MU,1595811240
439,Ikwiriri,-7.96,38.97,68.56,81,76,3.38,TZ,1595811240
440,Atbasar,51.8,68.33,58.51,85,13,8.23,KZ,1595811241
441,Dalen,52.7,6.76,57.99,93,100,7.47,NL,1595811241
442,Chui,-33.7,-53.46,46.89,88,95,7.63,UY,1595811013
443,Filingué,14.35,3.32,90.7,46,29,10.94,NE,1595811241
444,Bambanglipuro,-7.95,110.28,78.06,72,18,11.25,ID,1595811242
445,Kavieng,-2.57,150.8,83.77,73,100,7.85,PG,1595811242
446,Tarakan,3.3,117.63,78.73,84,100,5.5,ID,1595811242
447,La Unión,-5.4,-80.75,66.13,71,0,16.6,PE,1595811242
448,Kemijärvi,66.71,27.43,48.58,92,0,3.18,FI,1595811242
449,Wasilla,61.58,-149.44,64.0,87,75,3.36,US,1595811243
450,Lodwar,3.12,35.6,75.69,65,15,3.56,KE,1595811243
451,Aykhal,66.0,111.5,37.4,93,90,6.71,RU,1595811243
452,Mossamedes,-15.2,12.15,66.56,76,0,3.65,AO,1595811063
453,Tezu,27.92,96.17,83.05,65,0,0.87,IN,1595811304
454,Svay Rieng,11.09,105.8,82.49,77,0,5.95,KH,1595811005
455,Barcelona,41.39,2.16,77.0,88,20,1.12,ES,1595811035
456,Teshie,5.58,-0.11,75.2,94,75,8.05,GH,1595811305
457,Diré,12.28,-10.97,73.24,93,100,3.13,ML,1595811305
458,Kalmunai,7.42,81.82,79.36,80,100,1.36,LK,1595811305
459,San Remigio,11.08,123.94,84.61,73,1,3.74,PH,1595811305
460,Gamboma,-1.88,15.86,77.38,60,64,3.98,CG,1595811305
461,Naze,28.37,129.48,86.0,94,75,10.29,JP,1595811306
462,Zainsk,55.32,52.07,55.4,93,10,4.47,RU,1595811306
463,Oxapampa,-10.58,-75.4,57.52,91,58,1.77,PE,1595811307
464,Norman Wells,65.28,-126.83,64.4,68,75,5.82,CA,1595811022
465,Krasnoarmiys'k,48.28,37.18,70.2,39,95,10.76,UA,1595811218
466,Kieta,-6.22,155.63,85.3,65,100,7.25,PG,1595811307
467,Jalu,29.03,21.55,76.86,58,0,8.57,LY,1595811308
468,Sharjah city,25.36,55.4,95.0,41,99,10.29,AE,1595811107
469,Westport,41.14,-73.36,87.8,40,1,4.7,US,1595811308
470,Qui Nhon,13.77,109.23,85.37,64,29,3.51,VN,1595811309
471,Luba,3.46,8.55,75.2,100,40,5.82,GQ,1595811309
472,São João do Paraíso,-15.31,-42.01,60.55,94,2,6.44,BR,1595811309
473,Rio Pardo,-29.99,-52.38,46.15,83,0,3.96,BR,1595811309
474,Morant Bay,17.88,-76.41,87.8,58,20,26.4,JM,1595811310
475,Dingle,11.0,122.67,83.8,74,93,2.13,PH,1595811310
476,Paratinga,-12.69,-43.18,69.71,63,0,4.23,BR,1595811020
477,Strezhevoy,60.73,77.59,55.4,82,0,6.71,RU,1595811310
478,Gangtok,27.33,88.62,69.67,76,85,0.04,IN,1595811311
479,Tomohon,1.33,124.84,84.2,66,40,10.29,ID,1595811311
480,Stornoway,58.21,-6.39,52.0,93,100,26.4,GB,1595811311
481,Santa Fe,-31.63,-60.7,55.99,59,0,1.99,AR,1595811311
482,Severnyy,50.68,36.55,60.8,63,72,8.95,RU,1595811312
483,Yakima,46.47,-120.67,93.0,19,1,5.23,US,1595811181
484,Santa Barbara,34.42,-119.7,86.0,72,1,14.99,US,1595811182
485,Roald,62.58,6.13,59.0,87,100,21.92,NO,1595811313
486,Burnie,-41.07,145.92,55.0,63,100,4.0,AU,1595811313
487,Syas'stroy,60.14,32.57,54.43,74,1,2.68,RU,1595811313
488,Sabla,12.75,4.71,80.29,73,13,12.03,NG,1595811313
489,Panalingaan,8.78,117.42,85.71,66,50,2.19,PH,1595811314
490,Hargeisa,9.56,44.06,67.8,67,38,26.82,SO,1595811314
491,Nanchang,28.68,115.88,81.99,84,100,3.65,CN,1595811314
492,Sørland,67.67,12.69,59.14,72,100,19.95,NO,1595811057
493,Rome,43.21,-75.46,84.2,62,1,6.93,US,1595811315
494,Adré,13.47,22.2,74.71,83,100,9.17,TD,1595811315
495,Ürümqi,43.8,87.6,80.6,32,78,6.71,CN,1595811315
496,Carahue,-38.7,-73.17,44.6,93,75,2.24,CL,1595811315
497,Shouguang,36.88,118.74,78.73,66,6,6.13,CN,1595811316
498,Nishihara,26.18,127.76,87.8,74,75,14.99,JP,1595811316
499,Kostanay,53.17,63.58,57.2,87,20,6.71,KZ,1595811316
500,Zhigansk,66.77,123.37,53.92,60,31,12.28,RU,1595811376
501,Pangnirtung,66.15,-65.71,53.02,67,100,2.26,CA,1595811377
502,Eagle Pass,28.71,-100.5,78.8,78,40,18.34,US,1595811377
503,Sawākin,19.11,37.33,92.1,51,88,2.04,SD,1595811377
504,Ondjiva,-17.07,15.73,53.47,43,0,7.25,AO,1595811378
505,Kibala,9.11,18.35,69.57,98,78,3.83,TD,1595811378
506,Altagracia de Orituco,9.86,-66.38,72.43,92,100,3.65,VE,1595811378
507,Moussoro,13.64,16.49,81.66,70,62,20.33,TD,1595811378
508,Mpongwe,-13.51,28.16,48.36,78,0,5.66,ZM,1595811379
509,Uvel'skiy,54.44,61.36,55.11,88,100,5.75,RU,1595811379
510,Te Anau,-45.42,167.72,47.8,68,0,0.72,NZ,1595811379
511,Trairi,-3.28,-39.27,77.49,78,100,12.59,BR,1595811379
512,Tucuruí,-3.77,-49.67,75.49,60,25,2.21,BR,1595811380
513,Arak,34.09,49.69,71.65,28,5,2.15,IR,1595811380
514,Noumea,-22.28,166.46,80.6,54,4,9.17,NC,1595811380
515,Beringovskiy,63.05,179.32,70.0,59,94,5.88,RU,1595811380
516,Xining,36.62,101.77,64.6,44,100,3.36,CN,1595811380
517,Sobolevo,54.43,31.9,61.63,95,100,3.11,RU,1595811381
518,Ippy,6.27,21.22,66.96,99,85,2.37,CF,1595811381
519,Usinsk,65.99,57.53,54.54,72,45,11.07,RU,1595811381
520,Benghazi,32.12,20.07,77.36,80,0,12.44,LY,1595811381
521,Kenora,49.82,-94.43,75.2,47,75,9.17,CA,1595811382
522,San Cristobal,7.77,-72.22,66.07,89,68,1.86,VE,1595811382
523,Bulolo,-7.2,146.65,85.71,48,3,3.67,PG,1595811382
524,Nong’an,44.38,125.17,80.6,57,90,8.95,CN,1595811382
525,Chimbote,-9.09,-78.58,60.04,88,0,6.04,PE,1595811383
526,Saint-Michel-des-Saints,46.68,-73.92,77.0,8,10,6.08,CA,1595811383
527,Caiapônia,-16.96,-51.81,65.75,41,0,2.91,BR,1595811124
528,Nantucket,41.28,-70.1,73.99,94,90,16.11,US,1595811384
529,Rosário do Sul,-30.26,-54.91,47.95,87,0,7.99,BR,1595811384
530,Lazarev,52.23,141.51,58.01,93,91,12.03,RU,1595811384
531,Kerema,-7.96,145.78,81.5,80,34,3.51,PG,1595811384
532,Mercedes,-34.65,-59.43,50.0,76,93,6.42,AR,1595811385
533,Tsuruga,35.65,136.06,82.99,84,100,1.01,JP,1595811385
534,Flinders,-34.58,150.86,60.01,92,100,10.0,AU,1595811385
535,Esik,43.36,77.45,69.8,68,90,13.42,KZ,1595811385
536,Preeceville,51.95,-102.67,64.67,79,0,12.71,CA,1595811386
537,Atambua,-9.11,124.89,78.35,53,99,6.2,ID,1595811386
538,Bobbili,18.57,83.37,82.67,78,95,2.19,IN,1595811131
539,Srednekolymsk,67.45,153.68,74.35,49,100,14.47,RU,1595811386
540,Puro,12.48,123.38,84.58,74,70,5.75,PH,1595811386
541,Juneau,58.3,-134.42,60.8,77,90,10.29,US,1595811387
542,Gao,16.64,1.64,93.25,36,24,8.86,ML,1595811387
543,Maningrida,-12.07,134.27,77.97,43,97,15.28,AU,1595811387
544,Aconibe,1.3,10.94,66.58,98,98,3.38,GQ,1595811387
545,Soyo,-6.13,12.37,71.35,87,3,6.15,AO,1595811388
546,Hudson Bay,52.85,-102.38,68.79,62,55,10.07,CA,1595811247
547,Cururupu,-1.83,-44.87,73.83,82,9,1.68,BR,1595811448
548,Moa,20.66,-74.94,81.01,86,4,10.29,CU,1595811449
549,Pisco,-13.7,-76.22,62.6,77,75,11.41,PE,1595811449
550,Cabedelo,-6.98,-34.83,73.4,94,90,6.93,BR,1595811386
551,Evensk,61.95,159.23,54.95,84,96,11.27,RU,1595811449
552,Marrakesh,31.63,-8.01,78.8,57,20,8.05,MA,1595811257
553,Werda,-25.27,23.28,48.33,49,0,7.47,BW,1595811450
554,Paraíso,9.84,-83.87,71.6,94,75,3.36,CR,1595811450
555,Merauke,-8.47,140.33,81.0,75,77,14.0,ID,1595811450
556,Khovd,48.01,91.64,68.74,35,1,5.23,MN,1595811450
557,Lakes Entrance,-37.88,147.98,54.0,98,100,1.01,AU,1595811451
558,Alagoinhas,-12.14,-38.42,66.94,97,20,2.66,BR,1595811421
559,San Patricio,19.22,-104.7,87.8,79,75,9.17,MX,1595811452
560,Chifeng,42.27,118.96,75.16,54,96,9.28,CN,1595811452
561,Témiscaming,46.72,-79.1,79.0,83,90,6.93,CA,1595811452
562,Bissau,11.86,-15.6,77.95,88,100,9.46,GW,1595811453
563,Banda Aceh,5.56,95.32,80.28,75,99,5.3,ID,1595811242
564,Waipawa,-41.41,175.52,54.0,81,0,4.7,NZ,1595811453
565,Belyy Yar,53.6,91.39,62.6,82,40,6.71,RU,1595811453
566,Marabu,4.41,114.01,80.6,88,40,2.24,MY,1595811454
567,Shenjiamen,29.96,122.3,78.87,93,100,15.1,CN,1595811454
568,Mason City,43.15,-93.2,79.0,83,1,4.7,US,1595811454
569,Sittwe,20.15,92.9,83.19,83,100,4.61,MM,1595811455
570,Mokhsogollokh,61.47,128.92,70.14,61,100,4.47,RU,1595811455
571,Pleasant Grove,40.36,-111.74,89.01,26,39,1.01,US,1595811455
572,Ugoofaaru,5.67,73.0,81.77,72,2,8.32,MV,1595811455
573,Segezha,63.74,34.32,53.82,89,0,3.36,RU,1595811456
